ein,org_name,state,city,sector,website,employee_count,volunteer_count,total_revenue,total_expenses,contributions_grants,program_service_revenue,grant_dependency_pct,num_foundation_grants,num_unique_funders,total_foundation_grant_amount,icp_score,fundraising_likelihood_score,mission_statement,fiscal_year_end_month,program_revenue_pct,volunteer_to_employee_ratio
061673002,BENZIE SENIOR RESOURCES,MI,HONOR,P,WWW.BENZIESENIORRESOURCES.ORG,41,165,2358276.00,2306472.00,2017944.00,299365.00,85.57,8,4,111000.00,8,3,"TO PROVIDE EXCEPTIONAL SERVICES, RESOURCES AND TRUSTED CARE TO SUPPORT BENZIE SENIORS.",9,12.7,4.02
930735343,Alternatives Youth Activities Inc,OR,Coos Bay,P,Aya-or.org,0,,2527709.00,2867626.00,1873202.00,563933.00,74.11,5,4,107160.00,8,3,Provides alternative educational opportunities to at-risk youth. The school foundation for success is embedded in its core value.,6,22.3,
050268612,Jewish Childrens Home of RI Inc,RI,Wakefield,P,Campjori.com,60,,1449873.00,1556785.00,428565.00,935509.00,29.56,0,0,0,8,3,Summer camp for children including scholarships for needy families.,12,64.5,
580619035,THE HUMANE SOCIETY FOR GREATER,GA,SAVANNAH,D,WWW.HUMANESOCIETYSAV.ORG,51,990,2376916.00,2581707.00,1216396.00,1048698.00,51.18,1,1,30.00,8,3,"THE HUMANE SOCIETY FOR GREATER SAVANNAH, INC. (THE ORGANIZATION) IS A NOT- FOR-PROFIT ORGANIZATION DEDICATED TO THE WELFARE OF COMPANION ANIMALS AND THEIR OWNERS. THE ORGANIZATION SERVES AS A SAFETY NET FOR PET OWNERS BY ACCEPTING PETS, VOLUNTARILY SURRENDERED BY THEIR OWNERS, WHO FOR VARIOUS REASONS ARE NO LONGER ABLE TO CARE FOR THEM. THE ORGANIZATION ALSO TRANSFERS UNCLAIMED, ADOPTABLE ANIMALS FROM SAVANNAH CHATHAM ANIMAL CONTROL. THE ORGANIZATION'S PURPOSE IS EMBODIED IN ITS MISSION STATEMENT. ""THE MISSION OF THE HUMANE SOCIETY FOR GREATER SAVANNAH IS TO BETTER THE LIVES OF PETS AND PEOPLE. THE HUMANE SOCIETY FOR GREATER SAVANNAH ENVISIONS A COMMUNITY THAT UNDERSTANDS, VALUES AND PROMOTES THE WAYS IN WHICH PETS ENRICH OUR LIVES."" THE PRINCIPAL SERVICES THE ORGANIZATION PROVIDES FOR PETS SURRENDERED TO ITS CARE INCLUDE: SHELTERING, FEEDING; TREATMENT; PREVENTATIVE MEDICAL CARE, E.G. HEALTH EVALUATIONS AND VACCINATIONS, INCLUDING RABIES; BEHAVIOR ASSESSMENT; EXERCISE AND SOCIALIZATIO",9,44.1,19.41
260504848,SYRACUSE YOUTH GOLF INC,NY,JAMESVILLE,N,WWW.FIRSTTEESYRACUSE.ORG,68,0,615340.00,547989.00,409580.00,64557.00,66.56,2,2,11000.00,8,3,TO IMPACT THE LIVES OF YOUNG PEOPLE BY PROVIDING LEARNING FACILITIES AND EDUCATIONAL PROGRAMS THAT PROMOTE CHARACTER DEVELOPMENT AND LIFE-ENHANCING VALUES THROUGH THE GAME OF GOLF.,12,10.5,
521826860,NATIONAL COALITION FOR HOMELESS VETERANS,DC,WASHINGTON,P,www.nchv.org,7,,1641452.00,1372665.00,977162.00,595813.00,59.53,7,6,264950.00,8,3,"THE NATIONAL COALITION FOR HOMELESS VETERANS WILL END HOMELESSNESS AMONG VETERANS BY SHAPING PUBLIC POLICY, PROMOTING COLLABORATION, AND BUILDING THE CAPACITY OF SERVICE PROVIDERS.",9,36.3,
510302525,INDIAN RIVER VOLUNTEER FIRE COMPANY INC,DE,REHOBOTH BEACH, ,WWW.IRVFC.COM,0,97,2256466.00,1144947.00,1714849.00,0.00,76.00,0,0,0,8,3,"THE PURPOSE OF THE COMPANY IS TO PROVIDE FIRE AND RESCUE SERVICES IN THE OAK ORCHARD, RIVERDALE AND LONG NECK AREAS OF SUSSEX COUNTY",12,0.0,
680224599,CHILDREN'S MUSEUM OF STOCKTON,CA,STOCKTON,A,N/A,6,70,594225.00,485681.00,370083.00,226419.00,62.28,1,1,23500.00,8,3,THE MUSEUM'S PROGRAM PROVIDES EXHIBITS IN A UNIQUE INTERACTIVE LEARNING CENTER WHICH IS BUILT FOR A CHILD'S EDUCATIONAL AND EMOTIONAL NEEDS & BEHAVIORS.,6,38.1,11.67
590598726,BISHOP MUSEUM OF SCIENCE AND NATURE INC,FL,BRADENTON,A,WWW.BISHOPSCIENCE.ORG,61,30,3094958.00,4102231.00,1670265.00,829116.00,53.97,1,1,1000.00,8,3,"TO ENGAGE AND INSPIRE LEARNERS OF ALL AGES; WE PROTECT, INTERPRET AND COMMUNICATE SCIENTIFIC AND CULTURAL KNOWLEDGE OF FLORIDA, THE WORLD, AND OUR UNIVERSE.",12,26.8,0.49
362815350,BARRINGTON YOUTH & FAMILY SERVICES,IL,BARRINGTON,P,WWW.BARRINGTONBYFS.ORG,11,25,1034806.00,633551.00,650105.00,383739.00,62.82,12,6,232800.00,8,3,"BYFS EXISTS TO SUPPORT AND ENCOURAGE THE SOCIAL, PSYCHOLOGICAL, AND EMOTIONAL WELL-BEING OF COMMUNITY MEMBERS IN THE BARRINGTON AREA THROUGH A WIDE ARRAY OF COUNSELING SERVICES AND OUTREACH PROGRAMS. OUR TEAM OF THERAPISTS SPECIALIZES IN A BROAD RANGE OF ISSUES TO HELP OUR CLIENTS NAVIGATE DIFFICULT LIFE CIRCUMSTANCES.",6,37.1,2.27
720688561,Family and Youth Counseling Agency Inc,LA,Lake Charles,F,www.fyca.org,56,,2773039.00,2782409.00,2371412.00,258579.00,85.52,1,1,15000.00,8,3,"It is the mission of Family and Youth Counseling Agency to provide affordable and professional support through programs and services dedicated to advocacy, counseling, and education for the people of Southwest Louisiana.",12,9.3,
510255756,CLAYTON FIRE COMPANY NO 1 INC,DE,CLAYTON, ,WWW.CLAYTONFIRECOMPANY.COM,0,125,1599544.00,726233.00,1121709.00,0.00,70.13,0,0,0,8,3,"PROVIDE FIRE RESCUE SERVICES IN THE CLAYTON, DELAWARE AREA",12,0.0,
731561707,CALM WATERS CENTER FOR CHILDREN &,OK,OKLAHOMA CITY,P,WWW.CALMWATERS.ORG,11,,1031730.00,985141.00,741009.00,297091.00,71.82,17,8,144200.00,8,3,"THE ORGANIZATION'S MISSION IS TO HELP CHILDREN AND FAMILIES IN THEIR GRIEF JOURNEY CAUSED BY DEATH, DIVORCE OR OTHER SIGNFICANT LOSS.",6,28.8,
320268455,MUSEUM FOUNDATION OF PACIFIC GROVE INC,CA,Pacific Grove,A,WWW.PGMUSEUM.ORG,22,175,1487426.00,1569129.00,1241633.00,142460.00,83.48,5,4,431775.00,8,3,"The Museum inspires wonder, discovery, and stewardship of our natural world. The Museum is a catalyst for conservation and a valued learning resource, facilitating active scientific and historical inquiry for all ages.",6,9.6,7.95
330631683,BASIC ASSISTANCE TO STUDENTS IN THE,CA,Borrego Springs,W,borregobasic.org,17,43,621235.00,403765.00,580894.00,0.00,93.51,0,0,0,8,3,"BASIC supports education in Borrego Springs via scholarship programs, a learning academy, in classroom aides, and participation in the Dolly Parton Imagination Library",4,0.0,2.53
311480933,CHILDREN'S SCHOLARSHIP FUND BALTIMORE,MD,BALTIMORE,B,WWW.CSFBALTIMORE.ORG,2,0,713954.00,840776.00,673756.00,0.00,94.37,2,2,1350.00,8,3,"CSFB AWARDS KINDERGARTEN TO 8TH GRADE SCHOLARSHIPS TO LOW INCOME BALTIMORE CITY FAMILIES WITHOUT REGARD TO GENDER, RACE, GRADES OR TEST SCORES, ETHNICITY OR RELIGIOUS BELIEF.",6,0.0,
830229904,CENTRAL WYOMING SENIOR SERVICES INC,WY,CASPER,P,HTTPS://CASPERSENIORCENTER.COM/,37,0,1047134.00,1270940.00,887474.00,61197.00,84.75,7,4,52362.00,8,3,"THE MISSION OF CENTRAL WYOMING SENIOR SERVICES IS TO ENSURE SENIOR CITIZENS ACCESS TO SERVICES, ACTIVITIES AND TO PROMOTE PREVENTATIVE HEALTH RESOURCES THAT WILL ENCOURAGE A WELLNESS OF BEING AND A CONFIDENCE IN OLD AGE.",9,5.8,
462471547,HOSPICE HOME OF JOHNSON COUNTY,IA,IOWA CITY,P,WWW.HOSPICEHOMEJC.ORG,2,40,1039075.00,975067.00,306581.00,539328.00,29.51,2,2,750.00,8,3,"THE ORGANIZATION IS ORGANIZED FOR THE PURPOSE OF PURCHASING OR CONSTRUCTING, AND OPERATING A HOSPICE HOME IN JOHNSON COUNTY, IOWA.",6,51.9,20.00
751964233,YOUTH 180 INC,TX,DALLAS,P,WWW.YOUTH180TX.ORG,38,19,3090628.00,2726658.00,2406323.00,204498.00,77.86,9,4,256450.00,8,3,"TOGETHER, WE STRIVE TO PROMOTE RESILIENCY FOR YOUTH AND THEIR FAMILIES, EMPOWERING THEM ON THE PATH TO A HEALTHY AND PRODUCTIVE LIFE.",8,6.6,0.50
471904505,JOSEPHINE COUNTY FOOD BANK INC,OR,GRANTS PASS,P,www.jocofoodbank.org,25,100,1319183.00,1025444.00,795491.00,412417.00,60.30,13,10,104130.00,8,3,To operate a regional food bank that provides food to Josephine County residence who are at risk of going hungry.,6,31.3,4.00
542136099,FRIENDS OF HOSPICE HOUSE INC,MA,AMHERST,P,FISHERHOME.ORG,78,95,2957261.00,3358694.00,745023.00,2090357.00,25.19,2,2,1500.00,8,3,"THE MISSION OF THE HOSPICE OF THE FISHER HOME IS TO PROVIDE EXPERT END-OF-LIFE CARE WITH PROFOUNDLY INDIVIDUALIZED HOLISTIC SUPPORT. THE HOSPICE CARES FOR AND RESPECTS EVERY RACE, RELIGION, COLOR, CREED, GENDER, SEXUAL ORIENTATION, NATIONAL ORIGIN AND SOCIOECONOMIC STATUS.",12,70.7,1.22
210634563,Jewish Family & Childrens Services of,NJ,Princeton,P,www.jfcsonline.org,44,175,2404731.00,3053369.00,2122345.00,205481.00,88.26,7,3,1349.00,8,3,JFCS strengthens individuals and families by empowering people to care for themselves and others. This is accomplished through a wide range of high quality social services and programs designed to assist families with many of life's toughest challenges.,6,8.5,3.98
611221470,THE CHILDREN'S ADVOCACY CENTER OF,KY,LEXINGTON,P,WWW.KYKIDS.ORG,21,0,1885603.00,1683713.00,1653386.00,86421.00,87.68,1,1,500.00,11,2,"THE CENTER COORDINATES THE INVESTIGATION AND TREATMENT OF THE MOST SERIOUS CASES OF CHILD ABUSE IN THE BLUEGRASS REGION. ALL SERVICES ARE PROVIDED IN A NURTURING, FRIENDLY AND SAFE ENVIRONMENT AT NO COST TO A CHILD'S FAMILY.",6,4.6,
830254480,CAMPBELL COUNTY SENIOR CITIZENS,WY,GILLETTE,P,WWW.CAMPBELLCOUNTYSENIORCENTER.COM,48,59,2272483.00,1856160.00,1866718.00,141901.00,82.14,1,1,10350.00,11,2,"TO PROVIDE A BROAD RANGE OF SERVICES WHICH SUPPORT AN INDIVIDUAL'S ABILITY TO LIVE INDEPENDENTLY, TO PARTICIPATE IN HIS OR HER COMMUNITY, AND TO LEAD A DIGNIFIED MEANINGFUL LIFE AS A SENIOR CITIZEN.",6,6.2,1.23
362717649,CHILDRENS LEARNING CENTER INC,IL,DEKALB,P,www.clcdaycare.org,45,12,1298507.00,1613732.00,1045530.00,234907.00,80.52,2,1,12000.00,11,2,"Provides high quality, comprehensive, early childhood education and childcare in a safe and nurturing environment for Dekalb, IL area families. The experienced teachers and staff provide age-appropriate curriculum through play-based learning while promoting the social, emotional, physical, and cognitive development of each child.",6,18.1,0.27
133211649,WESTCHESTER DISABLED ON THE MOVE,NY,YONKERS,P,WWW.WDOM.ORG,19,5,1352248.00,1209054.00,1045496.00,294617.00,77.32,2,2,15800.00,11,2,WESTCHESTER DISABLED ON THE MOVE IS A NON-RESIDENTIAL INDEPENDENT LIVING CENTER AND A PREMIER ADVOCATE FOR DISABILITY RIGHTS. WE ASSIST PEOPLE WITH DISABILITIES TO LIVE INDEPENDENTLY IN THE COMMUNITY BY PROVIDING ACCESS TO NEEDED BENEFITS AND SERVICES AND ENGAGING CONSUMERS TO ADVOCATE ON THEIR OWN BEHALF.,9,21.8,0.26
751791374,Texas Network of Youth Services Inc,TX,Austin,P,www.tnoys.com,14,16,1260282.00,1361335.00,885599.00,362866.00,70.27,3,3,170000.00,11,2,"Our mission is to improve, support, and protect critical services for youth and families in crisis so they can meet their potential.",8,28.8,1.14
911818721,POTTER VALLEY YOUTH COMMUNITY CENTER,CA,Potter Valley,N,www.pvycc.org,29,10,556792.00,467540.00,367559.00,187118.00,66.01,1,1,5000.00,10,2,"To foster and promote the physical, social, educational, vocational and character development of the greater Potter Valley area. To establish and maintain a drug free facility where a contribution to recreation, physical, social and educational needs of all community members are provided.",12,33.6,0.34
231429838,CHILDREN'S AID SOCIETY SOUTHERN PENNSYL,PA,NEW OXFORD,P,WWW.CASSD.ORG,53,134,2777840.00,2153426.00,1730772.00,813020.00,62.31,3,2,210200.00,10,2,"EMPOWERING CHILDREN AND THEIR FAMILIES TO BUILD STRONGER, HEALTHIER LIVES. WE PROVIDE SUPPORT SERVICES FOR CHILDREN AND PARENTS; INCLUDING CHILD CENTERED ART THERAPY, A CRISIS NURSURY FOR SHORT-TERM, RESPITE CHILDCARE, LONG-TERM HOUSING FOR HOMELESS YOUTH AGE 6-13, PARENT EDUCATION AND SUPPORT GROUPS, FAMILY ADVOCACY CASEWORK, 24 HOUR PARENT & CAREGIVER TOLLFREE HOTLINE, A CHILDREN'S CLOTHING BANK THAT ALSO INCLUDES TOYS & DIAPERS.",6,29.3,2.53
650411920,HIBISCUS CHILDREN'S CENTER,FL,JENSEN BEACH,P,WWW.HIBISCUSCHILDRENSCENTER.ORG,0,250,1070130.00,0.00,906994.00,0.00,84.76,1,1,105.00,10,2,"TO GENERATE AND MAINTAIN DESIGNATED ENDOWMENT FUNDS EXCLUSIVELY FOR HIBISCUS CHILDREN'S CENTER INC., AN EXEMPT ORGANIZATION UNDER SECTION 501 (C)(3)WHICH PROVIDES SERVICES TO ABUSED AND NEGLECTED CHILDREN.",6,0.0,
320036076,BLACK YOUTH LEADERSHIP PROJECT,CA,ELK GROVE,B,WWW.BYLP.ORG,0,,1094734.00,999786.00,756498.00,0.00,69.10,5,4,96750.00,9,2,"EXPOSE BLACK YOUTH TO THE LEGISLATIVE PROCESS. OUR ORIGINAL PROGRAMS ARE DESIGNED TO ENCOURAGE BLACK STUDENTS TO BECOME CIVICALLY ENGAGED BY LEARNING ABOUT CALIFORNIA'S LEGISLATIVE PROCESS AND DEVELOPING COMMUNICATION SKILLS THROUGH SPEECH AND DEBATE. IN ADDITION, OUR PROGRAMS WILL PROVIDE NEW OPPORTUNITIES FOR OUR YOUTH PARTICIPANTS TO DEVELOP ORGANIZATION SKILLS, ENHANCE READING COMPREHENSION/COMPETENCY, MAGNIFY CULTURAL AWARENESS AND IDENTIFY, EXPLORE NEW CAREEER PATHS, AND ENGAGE HEIR PEERS AND COMMUNITIES IN PRODUCTIVE CONVERSATIONS.",6,0.0,
650245068,DANIEL D CANTOR SENIOR CENTER INC,FL,SUNRISE,P,CANTORCENTER.COM,25,25,1027542.00,1174206.00,716597.00,283940.00,69.74,5,3,59000.00,9,2,THE ORGANIZATION PROVIDES SERVICES FOR THE ELDERLY INCLUDING PROGRAMS FOR ALZHEIMER PATIENTS AND DAY CARE SERVICES FOR SENIOR CITIZENS,6,27.6,1.00
582145537,POLK COUNTY WOMENS SHELTER INC,GA,CEDARTOWN,P,,19,,941003.00,744896.00,756509.00,6273.00,80.39,0,0,0,9,2,SAFETY OF VICTIMS OF DOMESTIC VIOLENCE,6,0.7,
232972024,CHILDREN'S ADVOCACY CENTER NEPA,PA,SCRANTON,I,WWW.CACNEPA.ORG,26,9,1227889.00,1280773.00,695650.00,490230.00,56.65,1,1,50.00,9,2,"THE CHILDREN'S ADVOCACY CENTER OF NORTHEASTERN PENNSYLVANIA IS A PRIVATE, NON-PROFIT, CHARITABLE ORGANIZATION WHOSE MISSION IS TO PROVIDE EXCELLENCE IN THE ASSESSMENT AND TREATMENT OF CHILD ABUSE AND NEGLECT.",12,39.9,0.35
741471798,SOUTH TEXAS YOUTH FOR CHRIST,TX,SAN ANTONIO, ,WWW.SAYFC.COM,40,123,1562843.00,1575984.00,1016856.00,61526.00,65.06,3,3,151000.00,9,2,SAN ANTONIO YOUTH FOR CHRIST IS A RELIGIOUS YOUTH ORGANIZATION THAT SEEKS TO ENGAGE YOUNG PEOPLE WHEREVER THEY ARE FOUND AS LIFELONG FOLLOWERS OF JESUS CHRIST.,6,3.9,3.08
222439656,IEP Youth Services Inc,NJ,Freehold,P,IEPYOUTHSERVICES.ORG,9,10,502026.00,466307.00,288620.00,121193.00,57.49,2,2,4500.00,9,2,THE ORGANIZATION'S PRIMARY EXEMPT PURPOSE IS TO PROVIDE PSYCHOLOGICAL EVALUATION SERVICES & RESPITE CARE SERVICES FOR CHILDREN IN FAMILY CRISIS SITUATIONS.,6,24.1,1.11
221551929,JOSEPH H FIRTH YOUTH CENTER,NJ,PHILLIPSBURG,O,FIRTHYOUTHCENTER.COM,43,150,1120682.00,1136636.00,577846.00,420545.00,51.56,3,1,80000.00,9,2,"TO PROVIDE PASSIVE AND ACTIVE LEISURE,EDUCATIONAL AND RECREATIONAL PROGRAMS FOR YOUTH AND ADULTS IN PHILLIPSBURG AND THE IMMEDIATE SURROUNDING AREA.",6,37.5,3.49
251585859,MEL BLOUNT YOUTH HOME OF PA INC,PA,CLAYSVILLE,P,MELBLOUNTYOUTHHOME.ORG,8,8,1095603.00,1147040.00,383032.00,0.00,34.96,2,1,2500.00,9,2,"TO PROVIDE A SAFE AND HEALTHY ENVIRONMENT FOR YOUTH WHERE THEY CAN GROW AND DEVELOP MENTALLY, PHYSICALLY AND MORALLY AND BE BETTER EQUIPPED TO MAKE A CONTRIBUTION TO SOCIETY AS PRODUCTIVE CITIZENS AND FUTURE LEADERS.",6,0.0,1.00
521354117,BLACK HISTORY MUSEUM & CLT CTR,VA,RICHMOND,A,blackhistorymuseum.org,18,20,1530445.00,1621428.00,1192682.00,65747.00,77.93,1,1,75000.00,9,2,"BHMVA MISSION IS TO SHARE, INTERPRET, PRESERVE, EXHIBIT, AND COMMEMORATE THE RICH HISTORY AND CULTURE OF AFRICAN AMERICANS THROUGHOUT THE COMMONWEALTH OF VIRGINIA AND BEYOND",6,4.3,1.11
811407122,Carpinteria Children's Project,CA,Carpinteria,B,carpchildren.org,26,8,1803959.00,2041593.00,1083220.00,718552.00,60.05,9,6,43998.00,9,2,"Carpinteria Children's Project prepares Carpinteria Valley children to enter kindergarten ready for success, regardless of the challenges they face, and promotes access to a strong network of resources Carpinteria families need to thrive.",6,39.8,0.31
820207503,LEWIS CLARK ANIMAL SHELTER INC,ID,LEWISTON,D,lcshelter.org,21,30,1073676.00,703085.00,790069.00,219058.00,73.59,1,1,330.00,9,2,"The Lewis Clark Animal Shelter's mission is to promote the humane treatment of animals, prevent cruelty to animals and provide education to enhance the human-animal bond and to end pet over-population through an aggressive spay/neuter campaign.",6,20.4,1.43
841350101,Colorado Springs Youth Sports,CO,Colorado Springs,N,www.csyouthsport.org,13,20,1011329.00,657134.00,502413.00,371354.00,49.68,0,0,0,9,2,Involve youth in sports and team building.,12,36.7,1.54
141739210,THE CHILDREN'S MUSEUM AT SARATOGA,NY,SARATOGA SPRINGS,A,WWW.CHILDRENSMUSEUMATSARATOGA.ORG,23,,1571612.00,1023278.00,902636.00,603497.00,57.43,3,2,101250.00,9,2,"DEDICATED TO CREATING AN INTERACTIVE COMMUNITY THAT INSPIRES CURIOSITY, SPARKS IMAGINATION AND NURTURES DISCOVERY.",9,38.4,
462805875,STUDENT DIPLOMACY CORPS INC,NY,NEW YORK,Q,SDCORPS.ORG,34,20,1807936.00,1881321.00,1259766.00,537900.00,69.68,2,2,45000.00,9,2,"TO PROVIDE HIGH SCHOOL STUDENTS FROM ACROSS THE UNITED STATES ACCESS TO DYNAMIC EDUCATION TO BUILD COLLEGE READINESS, DEEPEN UNDERSTANDING OF GLOBAL ISSUES, AND UNLEASH THE POTENTIAL AND CREATIVITY OF YOUTH.",12,29.8,0.59
135562990,INTERNATIONAL CENTER FOR THE DISABLED,NY,NEW YORK, ,WWW.ICDNYC.ORG,36,0,1404506.00,4324957.00,736073.00,647691.00,52.41,1,1,150000.00,9,2,"ICD'S MISSION IS TO PROVIDE VOCATIONAL EVALUATION, CAREER PLANNING SERVICES, JOB SKILLS TRAINING PROGRAMS, INTERNSHIPS AND JOB PLACEMENT SERVICES TO ADULTS, YOUTH, VETERANS, ENTRY LEVEL EMPLOYEES, AND CAREER CHANGERS.",12,46.1,
274472407,THREE ANGELS CHILDREN'S RELIEF INC,CA,STEVENSON RANCH,P,WWW.THREEANGELSHAITI.ORG,2,5,704392.00,696763.00,629365.00,75027.00,89.35,2,2,250.00,9,2,"THREE ANGELS CHILDREN'S RELIEF IS A MINISTRY THAT SERVES ORPHANS AND AT-RISK FAMILIES IN HAITI. OUR MISSION IS TO HELP CHILDREN IN HAITI ESCAPE POVERTY SO THAT THEY MAY EXPERIENCE GOD'S LOVE, BECOME PART OF A HEALTHY HOME, AND GROW INTO WHO THEY ARE CALLED TO BE. OUR APPROACH INVOLVES SERVING BOTH ORPHANS AND AT-RISK FAMILIES WITH PROGRAMS AIMED AT SUSTAINABLE CHANGE. OUR VISION IS THAT EVERY CHILD IN HAITI WOULD HAVE THE OPPORTUNITY TO LIVE IN A HEALTHY CHRISTIAN HOME EITHER IN HAITI OR ABROAD.",3,10.7,2.50
050450845,HABITAT FOR HUMANITY FOR,RI,SHANNOCK, ,SOUTHCOUNTYHABITAT.ORG,14,748,3292992.00,2513558.00,1749568.00,1364950.00,53.13,1,1,2500.00,9,2,TO REDUCE SUBSTANDARD HOUSING BY CREATING SIMPLE DECENT AFFORDABLE HOMES IN PARTNERSHIP WITH PEOPLE IN NEED IN ORDER TO IMPROVE QUALITY OF LIFE AND PROVIDE GREATER SECURITY.,6,41.5,53.43
161119831,SOS SHELTER INC,NY,ENDICOTT, ,RISE-NY.ORG,32,6,1341866.00,1247406.00,730680.00,583499.00,54.45,1,1,2500.00,9,2,ASSISTS VICTIMS OF DOMESTIC VIOLENCE.,12,43.5,0.19
200628057,GLEN ELLYN CHILDRENS RESOURCE CENTER,IL,GLEN ELLYN,P,N/A,29,186,756944.00,729394.00,618915.00,0.00,81.76,1,1,10000.00,9,2,**See Schedule O**,8,0.0,6.41
540613105,HAVEN OF REST RESCUE MISSION INC,TN,BRISTOL,L,,36,52,1481812.00,1246522.00,892070.00,0.00,60.20,1,1,500.00,9,2,"THE HAVEN OF REST RESCUE MISSION IS COMMITTED TO PROVIDING TEMPORARY HOUSING AND FOOD TO THE HOMELESS AND ASSISTING THOSE FACING FOOD INSECURITY, WHILE HELPING TO PROVIDE THESE PERSONS WITH THE SPIRITUAL AND PHYSICAL MEANS TO ESCAPE POVERTY AND/OR ADDICTION.",6,0.0,1.44
920018009,ANCHORAGE HOSPICE INC,AK,ANCHORAGE,P,WWW.HOSPICEOFANCHORAGE.ORG,10,34,704428.00,564801.00,573354.00,0.00,81.39,2,2,15000.00,9,2,"TO HELP INDIVIDUALS AND FAMILIES PREPARE FOR AND LIVE WELL WITH A SERIOUS, LIFE-LIMITING ILLNESS, DYING, AND GRIEF.",6,0.0,3.40
232189238,Aston Township Fire Department,PA,Aston, ,N/A,19,58,1203432.00,1154005.00,607820.00,575998.00,50.51,1,1,250.00,9,2,Fire and Ambulance Coverage for Aston Township,12,47.9,3.05
911409512,HABITAT FOR HUMANITY IN WHATCOM COUNTY,WA,BELLINGHAM, ,WWW.HFHWHATCOM.ORG,45,444,2462628.00,2081714.00,1995445.00,395767.00,81.03,3,1,17000.00,9,2,HABITAT FOR HUMANITY IN WHATCOM COUNTY IS A NONDENOMINATIONAL CHRISTIAN NON-PROFIT ORGANIZATION WHOSE PURPOSE IS TO CREATE AFFORDABLE HOUSING FOR THOSE IN NEED AND TO MAKE DECENT SHELTER A MATTER OF CONSCIENCE FOR PEOPLE EVERYWHERE.,6,16.1,9.87
911870393,SOUND GENERATIONS (SENIOR CENTERS ONLY),WA,SEATTLE, ,HTTPS://SOUNDGENERATIONS.ORG/SENIOR-CENTERS/,0,150,1366233.00,1450363.00,875040.00,465990.00,64.05,0,0,0,8,2,"OUR MISSION IS TO PROVIDE A WELCOMING, INCLUSIVE ENVIRONMENT WHERE PEOPLE CAN ENJOY WARM FRIENDSHIPS, HEALTHY ACTIVITIES, JOYFUL EXPERIENCES AND MEANINGFUL ENGAGEMENT AS THEY AGE.",12,34.1,
956150002,Youth Unlimited Gospel Outreach Inc,CA,Chula Vista, ,WWW.YUGO.ORG,14,3223,3535026.00,3464719.00,2396614.00,1124248.00,67.80,0,0,0,8,2,To evangelize Mexico while challenging and mobilizing the church in Mexico and the rest of North America to be involved in missions worldwide.,10,31.8,230.21
741552713,CAMP FIRE CENTRAL TEXAS,TX,AUSTIN, ,www.camp-fire.org,55,50,1042289.00,1060152.00,930603.00,102650.00,89.28,3,2,10250.00,8,2,"THE MISSION OF CAMP FIRE CENTRAL TEXAS IS TO BUILD CARING, CONFIDENT YOUTH AND FUTURE LEADERS. WE PURSUE THIS THROUGH ACTIVE LEARNING, OUTDOOR EXPERIENCES, SERVICE TO COMMUNITY, AND BY ENGAGING FAMILIES.",6,9.8,0.91
770335126,Peninsula Youth Theatre,CA,Mountain View,Z,www.pytnet.org,39,225,1279370.00,1083642.00,378852.00,894720.00,29.61,0,0,0,8,2,PYT is committed to providing an enriching theatrical experience within our community and schools to demonstrate and reinforce the positive role the arts play in academic success.,12,69.9,5.77
540505884,Children's Home Society of Virginia,VA,Richmond,P,WWW.CHSVA.ORG,40,34,2090388.00,2130762.00,1234395.00,756584.00,59.05,11,4,17318.00,8,2,The mission of CHSVA is to build strong permanent families and lifelong relationships for Virginia's at risk children and youth.,6,36.2,0.85
770369291,Habitat for Humanity of TulareKings,CA,Visalia, ,WWW.HFHTKC.ORG,23,291,1270302.00,1120037.00,514605.00,483113.00,40.51,0,0,0,8,2,Construction and repair of homes for low income families.,6,38.0,12.65
371639971,Students for Eco-Education and,CA,Ventura,O,www.seeag.org,13,,798652.00,989901.00,437087.00,172185.00,54.73,2,2,57500.00,8,2,"SEEAGs vision is to inspire our local communities to have a deep appreciation for agriculture and the hands and lands that feed us to ensure the future viability of agriculture in rural and urban communities.SEEAG educates over 10,000 students and community members annually about the importance of local agriculture in schools, during field trips and at special events like Ventura County and Santa Barbara County Farm Days.SEEAGs programs include: Farm Lab at Petty Ranch, Ventura County Child Wellness Initiative,STEAM Careers in Agriculture and Ventura County Farm Day and Santa Barbara County Farm Day..",6,21.6,
251793697,The Childrens Aid Home Programs,PA,Somerset,P,www.cahprogram.org,53,,4041614.00,3909135.00,3579885.00,434768.00,88.58,0,0,0,8,2,"Our mission is to provide a continuum of quality services which promote the emotional, behavioral, educational, and physical development of children, adolescents and their families.",6,10.8,
351939152,HABITAT FOR HUMANITY OF PORTER COUNTY,IN,VALPARAISO, ,WWW.PORTERCOUNTYHABITAT.ORG,2,215,1106742.00,475247.00,629177.00,474938.00,56.85,2,2,30000.00,8,2,"MOBILIZING VOLUNTEERS AND COMMUNITY PARTNERS WITH GOD'S HELP TO BUILD AFFORDABLE HOUSING AND PROMOTING HOME OWNERSHIP AS A MEANS OF BREAKING THE CYCLE OF POVERTY, ONE HOUSE, ONE FAMILY AT A TIME.",6,42.9,107.50
